ver_image_path,car_image_path,label
./ourcar/angelina_jolie/18.jpg,./ourcar/angelina_jolie_caricature/25.jpg,1
./ourcar/angelina_jolie/18.jpg,./ourcar/sarah_jessica_parker_caricature/01.jpg,0
./ourcar/anne_hathaway/13.jpg,./ourcar/anne_hathaway_caricature/24.jpg,1
./ourcar/anne_hathaway/13.jpg,./ourcar/lena_headey_caricature/03.jpg,0
./ourcar/anthony_davis/07.jpg,./ourcar/anthony_davis_caricature/03.jpg,1
./ourcar/anthony_davis/07.jpg,./ourcar/yo-yo_ma_caricature/03.jpg,0
./ourcar/ariana_grande/07.jpg,./ourcar/ariana_grande_caricature/03.jpg,1
./ourcar/ariana_grande/07.jpg,./ourcar/pele_caricature/05.jpg,0
./ourcar/aubrey_plaza/10.jpg,./ourcar/aubrey_plaza_caricature/03.jpg,1
./ourcar/aubrey_plaza/10.jpg,./ourcar/denzel_washington_caricature/03.jpg,0
./ourcar/ava_gardner/18.jpg,./ourcar/ava_gardner_caricature/11.jpg,1
./ourcar/ava_gardner/18.jpg,./ourcar/jason_momoa_caricature/03.jpg,0
./ourcar/awkwafina/11.jpg,./ourcar/awkwafina_caricature/02.jpg,1
./ourcar/awkwafina/11.jpg,./ourcar/terry_crews_caricature/03.jpg,0
./ourcar/aziz_ansari/07.jpg,./ourcar/aziz_ansari_caricature/03.jpg,1
./ourcar/aziz_ansari/07.jpg,./ourcar/alec_baldwin_caricature/03.jpg,0
./ourcar/barack_obama/07.jpg,./ourcar/barack_obama_caricature/07.jpg,1
./ourcar/barack_obama/07.jpg,./ourcar/michael_bloomberg_caricature/02.jpg,0
./ourcar/ben_affleck/21.jpg,./ourcar/ben_affleck_caricature/03.jpg,1
./ourcar/ben_affleck/21.jpg,./ourcar/matt_damon_caricature/11.jpg,0
./ourcar/benedict_cumberbatch/07.jpg,./ourcar/benedict_cumberbatch_caricature/07.jpg,1
./ourcar/benedict_cumberbatch/07.jpg,./ourcar/carrie_fisher_caricature/03.jpg,0
./ourcar/benicio_del_toro/21.jpg,./ourcar/benicio_del_toro_caricature/09.jpg,1
./ourcar/benicio_del_toro/21.jpg,./ourcar/billie_eilish_caricature/02.jpg,0
./ourcar/bernie_sanders/10.jpg,./ourcar/bernie_sanders_caricature/05.jpg,1
./ourcar/bernie_sanders/10.jpg,./ourcar/prince_caricature/01.jpg,0
./ourcar/betty_white/07.jpg,./ourcar/betty_white_caricature/03.jpg,1
./ourcar/betty_white/07.jpg,./ourcar/adele_caricature/25.jpg,0
./ourcar/beyonce/16.jpg,./ourcar/beyonce_caricature/15.jpg,1
./ourcar/beyonce/16.jpg,./ourcar/sandra_oh_caricature/03.jpg,0
./ourcar/bill_clinton/07.jpg,./ourcar/bill_clinton_caricature/07.jpg,1
./ourcar/bill_clinton/07.jpg,./ourcar/gandhi_caricature/16.jpg,0
./ourcar/billie_eilish/07.jpg,./ourcar/billie_eilish_caricature/02.jpg,1
./ourcar/billie_eilish/07.jpg,./ourcar/david_tennant_caricature/02.jpg,0
./ourcar/bob_marley/03.jpg,./ourcar/bob_marley_caricature/02.jpg,1
./ourcar/bob_marley/03.jpg,./ourcar/george_lopez_caricature/03.jpg,0
./ourcar/brad_pitt/07.jpg,./ourcar/brad_pitt_caricature/05.jpg,1
./ourcar/brad_pitt/07.jpg,./ourcar/tracy_morgan_caricature/17.jpg,0
./ourcar/britney_spears/02.jpg,./ourcar/britney_spears_caricature/08.jpg,1
./ourcar/britney_spears/02.jpg,./ourcar/dwayne_johnson_caricature/02.jpg,0
./ourcar/bruce_lee/18.jpg,./ourcar/bruce_lee_caricature/18.jpg,1
./ourcar/bruce_lee/18.jpg,./ourcar/dalai_lama_caricature/02.jpg,0
./ourcar/bruno_mars/07.jpg,./ourcar/bruno_mars_caricature/03.jpg,1
./ourcar/bruno_mars/07.jpg,./ourcar/steve_buscemi_caricature/07.jpg,0
./ourcar/cameron_diaz/07.jpg,./ourcar/cameron_diaz_caricature/02.jpg,1
./ourcar/cameron_diaz/07.jpg,./ourcar/robert_downey_jr._caricature/02.jpg,0
./ourcar/carrie_fisher/02.jpg,./ourcar/carrie_fisher_caricature/03.jpg,1
./ourcar/carrie_fisher/02.jpg,./ourcar/renee_zellweger_caricature/03.jpg,0
./ourcar/che_guevara/03.jpg,./ourcar/che_guevara_caricature/03.jpg,1
./ourcar/che_guevara/03.jpg,./ourcar/sophie_turner_caricature/03.jpg,0
./ourcar/cher/18.jpg,./ourcar/cher_caricature/01.jpg,1
./ourcar/cher/18.jpg,./ourcar/queen_latifah_caricature/03.jpg,0
./ourcar/chow_yun/11.jpg,./ourcar/chow_yun_caricature/09.jpg,1
./ourcar/chow_yun/11.jpg,./ourcar/julianne_moore_caricature/09.jpg,0
./ourcar/chris_hemsworth/10.jpg,./ourcar/chris_hemsworth_caricature/03.jpg,1
./ourcar/chris_hemsworth/10.jpg,./ourcar/dave_chappelle_caricature/15.jpg,0
./ourcar/chris_pratt/10.jpg,./ourcar/chris_pratt_caricature/03.jpg,1
./ourcar/chris_pratt/10.jpg,./ourcar/yao_ming_caricature/01.jpg,0
./ourcar/chris_rock/11.jpg,./ourcar/chris_rock_caricature/04.jpg,1
./ourcar/chris_rock/11.jpg,./ourcar/bruno_mars_caricature/03.jpg,0
./ourcar/chris_tucker/07.jpg,./ourcar/chris_tucker_caricature/03.jpg,1
./ourcar/chris_tucker/07.jpg,./ourcar/andy_samberg_caricature/03.jpg,0
./ourcar/christina_aguilera/07.jpg,./ourcar/christina_aguilera_caricature/03.jpg,1
./ourcar/christina_aguilera/07.jpg,./ourcar/madonna_caricature/09.jpg,0
./ourcar/chuck_norris/07.jpg,./ourcar/chuck_norris_caricature/02.jpg,1
./ourcar/chuck_norris/07.jpg,./ourcar/ronald_reagan_caricature/03.jpg,0
./ourcar/condoleezza_rice/14.jpg,./ourcar/condoleezza_rice_caricature/19.jpg,1
./ourcar/condoleezza_rice/14.jpg,./ourcar/angelina_jolie_caricature/25.jpg,0
./ourcar/conor_mcgregor/14.jpg,./ourcar/conor_mcgregor_caricature/01.jpg,1
./ourcar/conor_mcgregor/14.jpg,./ourcar/leonardo_dicaprio_caricature/03.jpg,0
./ourcar/cristiano_ronaldo/07.jpg,./ourcar/cristiano_ronaldo_caricature/02.jpg,1
./ourcar/cristiano_ronaldo/07.jpg,./ourcar/ice_cube_caricature/01.jpg,0
./ourcar/cuba_gooding_jr/07.jpg,./ourcar/cuba_gooding_jr_caricature/03.jpg,1
./ourcar/cuba_gooding_jr/07.jpg,./ourcar/conor_mcgregor_caricature/01.jpg,0
./ourcar/daisy_ridley/07.jpg,./ourcar/daisy_ridley_caricature/03.jpg,1
./ourcar/daisy_ridley/07.jpg,./ourcar/sandra_bullock_caricature/01.jpg,0
./ourcar/dalai_lama/18.jpg,./ourcar/dalai_lama_caricature/02.jpg,1
./ourcar/dalai_lama/18.jpg,./ourcar/chris_tucker_caricature/03.jpg,0
./ourcar/danny_trejo/09.jpg,./ourcar/danny_trejo_caricature/32.jpg,1
./ourcar/danny_trejo/09.jpg,./ourcar/che_guevara_caricature/03.jpg,0
./ourcar/dave_chappelle/16.jpg,./ourcar/dave_chappelle_caricature/15.jpg,1
./ourcar/dave_chappelle/16.jpg,./ourcar/penelope_cruz_caricature/15.jpg,0
./ourcar/david_hasselhoff/07.jpg,./ourcar/david_hasselhoff_caricature/08.jpg,1
./ourcar/david_hasselhoff/07.jpg,./ourcar/kim_jong_un_caricature/03.jpg,0
./ourcar/david_tennant/07.jpg,./ourcar/david_tennant_caricature/02.jpg,1
./ourcar/david_tennant/07.jpg,./ourcar/george_w._bush_caricature/02.jpg,0
./ourcar/deng_xiaoping/03.jpg,./ourcar/deng_xiaoping_caricature/03.jpg,1
./ourcar/deng_xiaoping/03.jpg,./ourcar/rosario_dawson_caricature/03.jpg,0
./ourcar/denzel_washington/30.jpg,./ourcar/denzel_washington_caricature/03.jpg,1
./ourcar/denzel_washington/30.jpg,./ourcar/jackie_chan_caricature/11.jpg,0
./ourcar/diego_maradona/03.jpg,./ourcar/diego_maradona_caricature/02.jpg,1
./ourcar/diego_maradona/03.jpg,./ourcar/michelle_obama_caricature/03.jpg,0
./ourcar/dr._phil/05.jpg,./ourcar/dr._phil_caricature/02.jpg,1
./ourcar/dr._phil/05.jpg,./ourcar/james_dean_caricature/02.jpg,0
./ourcar/duterte/14.jpg,./ourcar/duterte_caricature/01.jpg,1
./ourcar/duterte/14.jpg,./ourcar/julian_assange_caricature/03.jpg,0
./ourcar/dwayne_johnson/07.jpg,./ourcar/dwayne_johnson_caricature/02.jpg,1
./ourcar/dwayne_johnson/07.jpg,./ourcar/chris_rock_caricature/04.jpg,0
./ourcar/eddie_murphy/07.jpg,./ourcar/eddie_murphy_caricature/07.jpg,1
./ourcar/eddie_murphy/07.jpg,./ourcar/marilyn_monroe_caricature/02.jpg,0
./ourcar/elizabeth_warren/07.jpg,./ourcar/elizabeth_warren_caricature/02.jpg,1
./ourcar/elizabeth_warren/07.jpg,./ourcar/nick_offerman_caricature/03.jpg,0
./ourcar/ellen_degeneres/20.jpg,./ourcar/ellen_degeneres_caricature/20.jpg,1
./ourcar/ellen_degeneres/20.jpg,./ourcar/alfred_hitchcock_caricature/09.jpg,0
./ourcar/ellen_page/07.jpg,./ourcar/ellen_page_caricature/02.jpg,1
./ourcar/ellen_page/07.jpg,./ourcar/jennifer_aniston_caricature/01.jpg,0
./ourcar/emilia_clarke/16.jpg,./ourcar/emilia_clarke_caricature/03.jpg,1
./ourcar/emilia_clarke/16.jpg,./ourcar/shahrukh_khan_caricature/03.jpg,0
./ourcar/eminem/03.jpg,./ourcar/eminem_caricature/03.jpg,1
./ourcar/eminem/03.jpg,./ourcar/johnny_depp_caricature/07.jpg,0
./ourcar/emma_watson/18.jpg,./ourcar/emma_watson_caricature/18.jpg,1
./ourcar/emma_watson/18.jpg,./ourcar/natalie_dormer_caricature/06.jpg,0
./ourcar/eva_mendes/18.jpg,./ourcar/eva_mendes_caricature/05.jpg,1
./ourcar/eva_mendes/18.jpg,./ourcar/aubrey_plaza_caricature/03.jpg,0
./ourcar/fergie/07.jpg,./ourcar/fergie_caricature/05.jpg,1
./ourcar/fergie/07.jpg,./ourcar/ellen_page_caricature/02.jpg,0
./ourcar/fidel_castro/07.jpg,./ourcar/fidel_castro_caricature/23.jpg,1
./ourcar/fidel_castro/07.jpg,./ourcar/pat_morita_caricature/02.jpg,0
./ourcar/gal_gadot/07.jpg,./ourcar/gal_gadot_caricature/02.jpg,1
./ourcar/gal_gadot/07.jpg,./ourcar/whoopi_goldberg_caricature/11.jpg,0
./ourcar/gandhi/13.jpg,./ourcar/gandhi_caricature/16.jpg,1
./ourcar/gandhi/13.jpg,./ourcar/sofia_vergara_caricature/03.jpg,0
./ourcar/george_clooney/06.jpg,./ourcar/george_clooney_caricature/02.jpg,1
./ourcar/george_clooney/06.jpg,./ourcar/maisie_williams_caricature/07.jpg,0
./ourcar/george_lopez/07.jpg,./ourcar/george_lopez_caricature/03.jpg,1
./ourcar/george_lopez/07.jpg,./ourcar/nick_offerman_caricature/03.jpg,0
./ourcar/george_rr_martin/07.jpg,./ourcar/george_rr_martin_caricature/03.jpg,1
./ourcar/george_rr_martin/07.jpg,./ourcar/jason_momoa_caricature/03.jpg,0
./ourcar/george_takei/02.jpg,./ourcar/george_takei_caricature/02.jpg,1
./ourcar/george_takei/02.jpg,./ourcar/duterte_caricature/01.jpg,0
./ourcar/george_w._bush/02.jpg,./ourcar/george_w._bush_caricature/02.jpg,1
./ourcar/george_w._bush/02.jpg,./ourcar/eminem_caricature/03.jpg,0
./ourcar/halle_berry/16.jpg,./ourcar/halle_berry_caricature/07.jpg,1
./ourcar/halle_berry/16.jpg,./ourcar/wesley_snipes_caricature/03.jpg,0
./ourcar/harrison_ford/02.jpg,./ourcar/harrison_ford_caricature/05.jpg,1
./ourcar/harrison_ford/02.jpg,./ourcar/mitch_mcconnell_caricature/02.jpg,0
./ourcar/helena_bonham_carter/13.jpg,./ourcar/helena_bonham_carter_caricature/07.jpg,1
./ourcar/helena_bonham_carter/13.jpg,./ourcar/gandhi_caricature/16.jpg,0
./ourcar/hillary_clinton/14.jpg,./ourcar/hillary_clinton_caricature/03.jpg,1
./ourcar/hillary_clinton/14.jpg,./ourcar/kim_jong_un_caricature/03.jpg,0
./ourcar/hulk_hogan/03.jpg,./ourcar/hulk_hogan_caricature/07.jpg,1
./ourcar/hulk_hogan/03.jpg,./ourcar/john_goodman_caricature/02.jpg,0
./ourcar/ice_cube/14.jpg,./ourcar/ice_cube_caricature/01.jpg,1
./ourcar/ice_cube/14.jpg,./ourcar/leonardo_dicaprio_caricature/03.jpg,0
./ourcar/jackie_chan/14.jpg,./ourcar/jackie_chan_caricature/11.jpg,1
./ourcar/jackie_chan/14.jpg,./ourcar/leonardo_dicaprio_caricature/03.jpg,0
./ourcar/james_dean/03.jpg,./ourcar/james_dean_caricature/02.jpg,1
./ourcar/james_dean/03.jpg,./ourcar/justin_timberlake_caricature/03.jpg,0
./ourcar/janet_jackson/02.jpg,./ourcar/janet_jackson_caricature/03.jpg,1
./ourcar/janet_jackson/02.jpg,./ourcar/norah_jones_caricature/03.jpg,0
./ourcar/jason_momoa/02.jpg,./ourcar/jason_momoa_caricature/03.jpg,1
./ourcar/jason_momoa/02.jpg,./ourcar/marilyn_monroe_caricature/02.jpg,0
./ourcar/jay_z/14.jpg,./ourcar/jay_z_caricature/05.jpg,1
./ourcar/jay_z/14.jpg,./ourcar/michelle_obama_caricature/03.jpg,0
./ourcar/jennifer_aniston/18.jpg,./ourcar/jennifer_aniston_caricature/01.jpg,1
./ourcar/jennifer_aniston/18.jpg,./ourcar/kirsten_dunst_caricature/03.jpg,0
./ourcar/jennifer_garner/11.jpg,./ourcar/jennifer_garner_caricature/06.jpg,1
./ourcar/jennifer_garner/11.jpg,./ourcar/matt_smith_caricature/03.jpg,0
./ourcar/jennifer_lopez/18.jpg,./ourcar/jennifer_lopez_caricature/01.jpg,1
./ourcar/jennifer_lopez/18.jpg,./ourcar/oprah_caricature/03.jpg,0
./ourcar/jessica_alba/07.jpg,./ourcar/jessica_alba_caricature/03.jpg,1
./ourcar/jessica_alba/07.jpg,./ourcar/angelina_jolie_caricature/25.jpg,0
./ourcar/jim_parsons/07.jpg,./ourcar/jim_parsons_caricature/05.jpg,1
./ourcar/jim_parsons/07.jpg,./ourcar/pat_morita_caricature/02.jpg,0
./ourcar/jimi_hendrix/03.jpg,./ourcar/jimi_hendrix_caricature/05.jpg,1
./ourcar/jimi_hendrix/03.jpg,./ourcar/aziz_ansari_caricature/03.jpg,0
./ourcar/john_f._kennedy/03.jpg,./ourcar/john_f._kennedy_caricature/03.jpg,1
./ourcar/john_f._kennedy/03.jpg,./ourcar/lucy_liu_caricature/03.jpg,0
./ourcar/john_goodman/02.jpg,./ourcar/john_goodman_caricature/02.jpg,1
./ourcar/john_goodman/02.jpg,./ourcar/john_wayne_caricature/02.jpg,0
./ourcar/john_krasinski/05.jpg,./ourcar/john_krasinski_caricature/05.jpg,1
./ourcar/john_krasinski/05.jpg,./ourcar/priyanka_chopra_caricature/03.jpg,0
./ourcar/john_mcenroe/08.jpg,./ourcar/john_mcenroe_caricature/01.jpg,1
./ourcar/john_mcenroe/08.jpg,./ourcar/tina_fey_caricature/03.jpg,0
./ourcar/john_wayne/03.jpg,./ourcar/john_wayne_caricature/02.jpg,1
./ourcar/john_wayne/03.jpg,./ourcar/kristen_stewart_caricature/03.jpg,0
./ourcar/johnny_depp/02.jpg,./ourcar/johnny_depp_caricature/07.jpg,1
./ourcar/johnny_depp/02.jpg,./ourcar/chris_tucker_caricature/03.jpg,0
./ourcar/johnny_galecki/02.jpg,./ourcar/johnny_galecki_caricature/05.jpg,1
./ourcar/johnny_galecki/02.jpg,./ourcar/jason_momoa_caricature/03.jpg,0
./ourcar/julia_roberts/16.jpg,./ourcar/julia_roberts_caricature/13.jpg,1
./ourcar/julia_roberts/16.jpg,./ourcar/angela_merkel_caricature/16.jpg,0
./ourcar/julian_assange/05.jpg,./ourcar/julian_assange_caricature/03.jpg,1
./ourcar/julian_assange/05.jpg,./ourcar/billie_eilish_caricature/02.jpg,0
./ourcar/julianne_moore/18.jpg,./ourcar/julianne_moore_caricature/09.jpg,1
./ourcar/julianne_moore/18.jpg,./ourcar/john_goodman_caricature/02.jpg,0
./ourcar/justin_timberlake/10.jpg,./ourcar/justin_timberlake_caricature/03.jpg,1
./ourcar/justin_timberlake/10.jpg,./ourcar/john_f._kennedy_caricature/03.jpg,0
./ourcar/justin_trudeau/24.jpg,./ourcar/justin_trudeau_caricature/03.jpg,1
./ourcar/justin_trudeau/24.jpg,./ourcar/anderson_cooper_caricature/15.jpg,0
./ourcar/kaley_cuoco/02.jpg,./ourcar/kaley_cuoco_caricature/02.jpg,1
./ourcar/kaley_cuoco/02.jpg,./ourcar/william_shatner_caricature/03.jpg,0
./ourcar/kanye_west/18.jpg,./ourcar/kanye_west_caricature/03.jpg,1
./ourcar/kanye_west/18.jpg,./ourcar/morgan_freeman_caricature/10.jpg,0
./ourcar/katy_perry/05.jpg,./ourcar/katy_perry_caricature/02.jpg,1
./ourcar/katy_perry/05.jpg,./ourcar/salma_hayek_caricature/03.jpg,0
./ourcar/keanu_reeves/18.jpg,./ourcar/keanu_reeves_caricature/01.jpg,1
./ourcar/keanu_reeves/18.jpg,./ourcar/condoleezza_rice_caricature/19.jpg,0
./ourcar/keira_knightley/08.jpg,./ourcar/keira_knightley_caricature/03.jpg,1
./ourcar/keira_knightley/08.jpg,./ourcar/chow_yun_caricature/09.jpg,0
./ourcar/kim_jong_un/21.jpg,./ourcar/kim_jong_un_caricature/03.jpg,1
./ourcar/kim_jong_un/21.jpg,./ourcar/aubrey_plaza_caricature/03.jpg,0
./ourcar/kirsten_dunst/05.jpg,./ourcar/kirsten_dunst_caricature/03.jpg,1
./ourcar/kirsten_dunst/05.jpg,./ourcar/terry_crews_caricature/03.jpg,0
./ourcar/kit_harington/07.jpg,./ourcar/kit_harington_caricature/02.jpg,1
./ourcar/kit_harington/07.jpg,./ourcar/jim_parsons_caricature/05.jpg,0
./ourcar/kobe_bryant/03.jpg,./ourcar/kobe_bryant_caricature/02.jpg,1
./ourcar/kobe_bryant/03.jpg,./ourcar/lena_headey_caricature/03.jpg,0
./ourcar/kristen_bell/07.jpg,./ourcar/kristen_bell_caricature/03.jpg,1
./ourcar/kristen_bell/07.jpg,./ourcar/mark_zuckerberg_caricature/05.jpg,0
./ourcar/kristen_stewart/07.jpg,./ourcar/kristen_stewart_caricature/03.jpg,1
./ourcar/kristen_stewart/07.jpg,./ourcar/rihanna_caricature/14.jpg,0
./ourcar/lady_gaga/05.jpg,./ourcar/lady_gaga_caricature/03.jpg,1
./ourcar/lady_gaga/05.jpg,./ourcar/bruno_mars_caricature/03.jpg,0
./ourcar/lebron_james/24.jpg,./ourcar/lebron_james_caricature/01.jpg,1
./ourcar/lebron_james/24.jpg,./ourcar/salma_hayek_caricature/03.jpg,0
./ourcar/lena_headey/07.jpg,./ourcar/lena_headey_caricature/03.jpg,1
./ourcar/lena_headey/07.jpg,./ourcar/jay_z_caricature/05.jpg,0
./ourcar/leonardo_dicaprio/07.jpg,./ourcar/leonardo_dicaprio_caricature/03.jpg,1
./ourcar/leonardo_dicaprio/07.jpg,./ourcar/chris_rock_caricature/04.jpg,0
./ourcar/leslie_nielsen/17.jpg,./ourcar/leslie_nielsen_caricature/02.jpg,1
./ourcar/leslie_nielsen/17.jpg,./ourcar/alec_baldwin_caricature/03.jpg,0
./ourcar/lionel_messi/02.jpg,./ourcar/lionel_messi_caricature/02.jpg,1
./ourcar/lionel_messi/02.jpg,./ourcar/melissa_mccarthy_caricature/01.jpg,0
./ourcar/lucy_liu/02.jpg,./ourcar/lucy_liu_caricature/03.jpg,1
./ourcar/lucy_liu/02.jpg,./ourcar/aubrey_plaza_caricature/03.jpg,0
./ourcar/luis_suarez/05.jpg,./ourcar/luis_suarez_caricature/03.jpg,1
./ourcar/luis_suarez/05.jpg,./ourcar/psy_caricature/03.jpg,0
./ourcar/madonna/17.jpg,./ourcar/madonna_caricature/09.jpg,1
./ourcar/madonna/17.jpg,./ourcar/jackie_chan_caricature/11.jpg,0
./ourcar/maisie_williams/02.jpg,./ourcar/maisie_williams_caricature/07.jpg,1
./ourcar/maisie_williams/02.jpg,./ourcar/hillary_clinton_caricature/03.jpg,0
./ourcar/mao/03.jpg,./ourcar/mao_caricature/02.jpg,1
./ourcar/mao/03.jpg,./ourcar/prince_charles_caricature/03.jpg,0
./ourcar/marc_anthony/02.jpg,./ourcar/marc_anthony_caricature/03.jpg,1
./ourcar/marc_anthony/02.jpg,./ourcar/maisie_williams_caricature/07.jpg,0
./ourcar/mariah_carey/02.jpg,./ourcar/mariah_carey_caricature/03.jpg,1
./ourcar/mariah_carey/02.jpg,./ourcar/ru_paul_caricature/10.jpg,0
./ourcar/marilyn_monroe/05.jpg,./ourcar/marilyn_monroe_caricature/02.jpg,1
./ourcar/marilyn_monroe/05.jpg,./ourcar/kristen_stewart_caricature/03.jpg,0
./ourcar/mark_hamill/02.jpg,./ourcar/mark_hamill_caricature/03.jpg,1
./ourcar/mark_hamill/02.jpg,./ourcar/kristen_stewart_caricature/03.jpg,0
./ourcar/mark_zuckerberg/05.jpg,./ourcar/mark_zuckerberg_caricature/05.jpg,1
./ourcar/mark_zuckerberg/05.jpg,./ourcar/adele_caricature/25.jpg,0
./ourcar/matt_damon/07.jpg,./ourcar/matt_damon_caricature/11.jpg,1
./ourcar/matt_damon/07.jpg,./ourcar/cameron_diaz_caricature/02.jpg,0
./ourcar/matt_smith/02.jpg,./ourcar/matt_smith_caricature/03.jpg,1
./ourcar/matt_smith/02.jpg,./ourcar/tina_fey_caricature/03.jpg,0
./ourcar/megan_fox/08.jpg,./ourcar/megan_fox_caricature/22.jpg,1
./ourcar/megan_fox/08.jpg,./ourcar/julia_roberts_caricature/13.jpg,0
./ourcar/meghan_markle/03.jpg,./ourcar/meghan_markle_caricature/03.jpg,1
./ourcar/meghan_markle/03.jpg,./ourcar/salma_hayek_caricature/03.jpg,0
./ourcar/melania_trump/08.jpg,./ourcar/melania_trump_caricature/01.jpg,1
./ourcar/melania_trump/08.jpg,./ourcar/aishwarya_rai_caricature/11.jpg,0
./ourcar/melissa_mccarthy/16.jpg,./ourcar/melissa_mccarthy_caricature/01.jpg,1
./ourcar/melissa_mccarthy/16.jpg,./ourcar/betty_white_caricature/03.jpg,0
./ourcar/meryl_streep/14.jpg,./ourcar/meryl_streep_caricature/01.jpg,1
./ourcar/meryl_streep/14.jpg,./ourcar/nicki_minaj_caricature/03.jpg,0
./ourcar/michael_bloomberg/02.jpg,./ourcar/michael_bloomberg_caricature/02.jpg,1
./ourcar/michael_bloomberg/02.jpg,./ourcar/ronald_reagan_caricature/03.jpg,0
./ourcar/michael_jackson/01.jpg,./ourcar/michael_jackson_caricature/03.jpg,1
./ourcar/michael_jackson/01.jpg,./ourcar/carrie_fisher_caricature/03.jpg,0
./ourcar/michelle_obama/06.jpg,./ourcar/michelle_obama_caricature/03.jpg,1
./ourcar/michelle_obama/06.jpg,./ourcar/whoopi_goldberg_caricature/11.jpg,0
./ourcar/michelle_rodriguez/03.jpg,./ourcar/michelle_rodriguez_caricature/03.jpg,1
./ourcar/michelle_rodriguez/03.jpg,./ourcar/tina_fey_caricature/03.jpg,0
./ourcar/mike_pence/24.jpg,./ourcar/mike_pence_caricature/01.jpg,1
./ourcar/mike_pence/24.jpg,./ourcar/ice_cube_caricature/01.jpg,0
./ourcar/mila_kunis/07.jpg,./ourcar/mila_kunis_caricature/02.jpg,1
./ourcar/mila_kunis/07.jpg,./ourcar/mark_hamill_caricature/03.jpg,0
./ourcar/miley_cyrus/03.jpg,./ourcar/miley_cyrus_caricature/03.jpg,1
./ourcar/miley_cyrus/03.jpg,./ourcar/lionel_messi_caricature/02.jpg,0
./ourcar/mitch_mcconnell/05.jpg,./ourcar/mitch_mcconnell_caricature/02.jpg,1
./ourcar/mitch_mcconnell/05.jpg,./ourcar/james_dean_caricature/02.jpg,0
./ourcar/morgan_freeman/09.jpg,./ourcar/morgan_freeman_caricature/10.jpg,1
./ourcar/morgan_freeman/09.jpg,./ourcar/gal_gadot_caricature/02.jpg,0
./ourcar/nancy_pelosi/02.jpg,./ourcar/nancy_pelosi_caricature/02.jpg,1
./ourcar/nancy_pelosi/02.jpg,./ourcar/melissa_mccarthy_caricature/01.jpg,0
./ourcar/narendra_modi/02.jpg,./ourcar/narendra_modi_caricature/15.jpg,1
./ourcar/narendra_modi/02.jpg,./ourcar/alexandria_ocasio-cortez_caricature/02.jpg,0
./ourcar/natalie_dormer/18.jpg,./ourcar/natalie_dormer_caricature/06.jpg,1
./ourcar/natalie_dormer/18.jpg,./ourcar/bob_marley_caricature/02.jpg,0
./ourcar/neil_patrick_harris/02.jpg,./ourcar/neil_patrick_harris_caricature/07.jpg,1
./ourcar/neil_patrick_harris/02.jpg,./ourcar/aubrey_plaza_caricature/03.jpg,0
./ourcar/neymar/03.jpg,./ourcar/neymar_caricature/03.jpg,1
./ourcar/neymar/03.jpg,./ourcar/jimi_hendrix_caricature/05.jpg,0
./ourcar/nick_offerman/03.jpg,./ourcar/nick_offerman_caricature/03.jpg,1
